id;x;y;z;type;burnt;;;;;;;;;;
F-10-5 X3;2,01;-0,14;-0,26;Small Core;;;;;;;;;;;
F-10-5 X4;2,1;-0,08;-0,28;f;;;;;;;;;;;
F-10-5 X5;2,13;-0,15;-0,27;f ll mes;Y;;;;;;;;;;
F-10-5 X6;2,27;-0,01;-0,27;ee;Y;;;;;;;;;;
F-10-5 X7;2,33;-0,04;-0,26;ee;;;;;;;;;;;
F-10-5 X8;2,59;0,01;-0,24;ee;;;;;;;;;;;
F-10-5 X9;2,43;-0,81;-0,28;eee;;;;;;;;;;;
F-10-6 X1;2,01;-0,15;-0,24;f ll prox ;;;;;;;;;;;
F-10-6 X10;2,2;-0,02;0,24;f ll ;;;;;;;;;;;
F-10-6 X11;2,33;-0,02;0,25;f Plunging bladelet;;;;;;;;;;;
F-10-6 X12;2,6;-0,58;-0,35;ee;;;;;;;;;;;
F-10-6 X13;2,64;-0,63;-0,35;f ll prox ;;;;;;;;;;;
F-10-6 X14;2,9;-0,46;-0,34;Prismatic Core;;;;;;;;;;;
F-10-6 X15;2,94;-0,48;-0,32;ee;;;;;;;;;;;
F-10-6 X16;2,99;-0,4;-0,38;e;;;;;;;;;;;
F-10-6 X18;2,82;-0,36;-0,47;Core ll;;;;;;;;;;;
F-10-6 X19;2,83;-0,38;-0,43;f ll dist ;;;;;;;;;;;
F-10-6 X2;2,02;-0,31;-0,25;ee;;;;;;;;;;;
F-10-6 X20;2,84;-0,36;-0,44;e from Pebble;;;;;;;;;;;
F-10-6 X21;2,81;-0,29;-0,42;e;;;;;;;;;;;
F-10-6 X22;2,86;-0,3;-0,43;f;;;;;;;;;;;
F-10-6 X23;2,91;-0,31;0,38;e;;;;;;;;;;;
F-10-6 X24;2,9;-0,34;-0,36;Chunk;;;;;;;;;;;
F-10-6 X25;2,87;-0,3;-0,39;ee;Y;;;;;;;;;;
F-10-6 X26;2,95;-0,1;-0,29;ll;;;;;;;;;;;
F-10-6 X27;2,95;-0,13;-0,28;Crested part II;;;;;;;;;;;
F-10-6 X29;2,84;-0,17;-0,39;f ll dist ;;;;;;;;;;;
F-10-6 X3;2,05;-0,2;-0,29;Prismatic Core;;;;;;;;;;;
F-10-6 X4;2,02;-0,15;-0,24;Core;Y;;;;;;;;;;
F-10-6 X5;2,12;-0,16;-0,27;Chunk;;;;;;;;;;;
F-10-6 X6;2,07;-0,09;-0,27;Chunk;Y;;;;;;;;;;
F-10-6 X7;2,01;-0,05;-0,28;Chunk;;;;;;;;;;;
F-10-6 X8;2,08;-0,01;-0,28;ee;;;;;;;;;;;
F-10-6 X9;2,15;-0,02;-0,29;f ll prox ;;;;;;;;;;;
F-9-1 D13.1;2,38;0,41;-0,11;Burin spall;;;;;;;;;;;
F-9-1 D14.1;2,2;0,4;-0,11;f Crested prox dext;Y;;;;;;;;;;
F-9-1 D23.1;2,67;0,59;-0,1;ee;;;;;;;;;;;
F-9-1 D34.1;2,42;0,71;-0,11;ll;;;;;;;;;;;
F-9-1 D43_1;2,92;0,79;-0,11;f ;;;;;;;;;;;
F-9-1 D44.1;2,88;0,7;-0,08;f ;;;;;;;;;;;
F-9-1 D45.1;2,92;0,61;-0,08;f ll prox;;;;;;;;;;;
F-9-1 D54.1;2,76;0,16;-0,09;Chunk;;;;;;;;;;;
F-9-1 D55.1;2,92;0,15;-0,08;f;;;;;;;;;;;
F-9-1 D55.2;2,92;0,15;-0,08;f;;;;;;;;;;;
F-9-1 D55.3;2,92;0,15;-0,08;f;;;;;;;;;;;
F-9-1 X01;2,21;0,02;-0,11;f l;;;;;;;;;;;
F-9-1 X02;2,2;0,27;-0,1;e;;;;;;;;;;;
F-9-1 X03;2,23;0,27;-0,11;ee;;;;;;;;;;;
F-9-1 X04;2,31;0,29;-0,11;f Chunk;;;;;;;;;;;
F-9-1 X05;2,41;0,16;-0,11;f Chunk;;;;;;;;;;;
F-9-1 X06;2,49;0,16;-0,11;4f Chunk;;;;;;;;;;;
F-9-1 X07;2,47;0,08;-0,11;PD2 prox;;;;;;;;;;;
F-9-1 X08;2,54;0,02;-0,12;f l weathered;;;;;;;;;;;
F-9-1 X09;2,59;0,08;-0,1;e;;;;;;;;;;;
F-9-1 X10;2,41;0,29;-0,11;Crest se part;Y;;;;;;;;;;
F-9-1 X11;2,51;0,31;-0,1;f l prox;;;;;;;;;;;
F-9-1 X12;2,44;0,39;-0,1;ee;;;;;;;;;;;
F-9-1 X13;2,38;0,41;-0,11;f;;;;;;;;;;;
F-9-1 X14;2,2;0,4;-0,11;f ;;;;;;;;;;;
F-9-1 X15;2,6;0,45;-0,1;f ;Y;;;;;;;;;;
F-9-1 X16;2,53;0,48;-0,1;f Chunk;;;;;;;;;;;
F-9-1 X17;2,49;0,49;-0,11;f ll dist;;;;;;;;;;;
F-9-1 X18;2,46;0,52;-0,11;f ;;;;;;;;;;;
F-9-1 X19;2,42;0,55;-0,12;f ll mes;Y;;;;;;;;;;
F-9-1 X20;2,39;0,6;-0,11;f Chunk;;;;;;;;;;;
F-9-1 X21;2,72;0,51;-0,1;f ;Y;;;;;;;;;;
F-9-1 X21.1;2,72;0,51;-0,1;e;;;;;;;;;;;
F-9-1 X22;2,74;0,58;-0,09;ee;;;;;;;;;;;
F-9-1 X23;2,67;0,59;-0,1;f ;;;;;;;;;;;
F-9-1 X24;2,61;0,63;-0,11;e;Y;;;;;;;;;;
F-9-1 X25;0,73;0,74;-0,1;f l prox;Y;;;;;;;;;;
F-9-1 X26;2,78;0,73;-0,09;ee;;;;;;;;;;;
F-9-1 X27;2,81;0,72;-0,11;f;Y;;;;;;;;;;
F-9-1 X28;2,75;0,84;-0,1;f;;;;;;;;;;;
F-9-1 X29;2,75;0,94;-0,11;l;;;;;;;;;;;
F-9-1 X30;2,92;0,88;-0,1;f;;;;;;;;;;;
F-9-1 X31;2,61;0,82;-0,1;f;;;;;;;;;;;
F-9-1 X32;2,51;0,77;-0,1;f ll mes;;;;;;;;;;;
F-9-1 X33;2,43;0,62;-0,1;ee;;;;;;;;;;;
F-9-1 X34;2,42;0,71;-0,11;ll;;;;;;;;;;;
F-9-1 X35;2,4;0,8;-0,11;f ;;;;;;;;;;;
F-9-1 X36;2,44;0,93;-0,12;f Chunk;;;;;;;;;;;
F-9-1 X37;2,33;0,91;-0,12;ee;;;;;;;;;;;
F-9-1 X38;2,29;0,79;-0,1;f ll prox;;;;;;;;;;;
F-9-1 X39;2,21;0,67;-0,11;f ll prox;;;;;;;;;;;
F-9-1 X40;2,34;0,65;-0,11;f ll prox;;;;;;;;;;;
F-9-1 X41;2,19;0,78;-0,1;f ll mes;Y;;;;;;;;;;
F-9-1 X42;2,09;0,73;-0,11;Chunk;Y;;;;;;;;;;
F-9-1 X43;2,92;0,79;-0,11;Chunk;Y;;;;;;;;;;
F-9-1 X44;2,88;0,7;-0,08;ee;;;;;;;;;;;
F-9-1 X45;2,92;0,61;-0,08;ll;;;;;;;;;;;
F-9-1 X46;2,85;0,53;-0,1;ee;Y;;;;;;;;;;
F-9-1 X47;2,85;0,4;-0,08;f ;;;;;;;;;;;
F-9-1 X48;2,89;0,32;-0,1;ee;;;;;;;;;;;
F-9-1 X49;2;0,38;-0,07;ee;Y;;;;;;;;;;
F-9-1 X50;2,68;0,24;-0,11;f;Y;;;;;;;;;;
F-9-1 X51;2,88;0,25;-0,09;Gm Lunate;;;;;;;;;;;
F-9-1 X52;2,95;0,26;-0,07;f ;;;;;;;;;;;
F-9-1 X53;2,67;0,19;-0,11;f ;;;;;;;;;;;
F-9-1 X54;2,76;0,16;-0,09;f;Y;;;;;;;;;;
F-9-1 X55;2,92;0,15;-0,08;f ;Y;;;;;;;;;;
F-9-1 X56;2,62;0,02;-0,11;f;;;;;;;;;;;
F-9-1 X57;2,71;0,05;-0,11;f ;Y;;;;;;;;;;
F-9-1 X58;2,85;0,1;-0,08;Chunk;;;;;;;;;;;
F-9-2 D18.1;2,58;0,55;-0,16;Prismatic Core;;;;;;;;;;;
F-9-2 D29.1;2,93;0,87;-0,15;f;;;;;;;;;;;
F-9-2 D48;2,84;0,61;-0,13;ee;;;;;;;;;;;
F-9-2 D48.1;2,84;0,61;-0,13;f ;;;;;;;;;;;
F-9-2 D48.2;2,84;0,61;-0,13;f;;;;;;;;;;;
F-9-2 D48.3;2,84;0,61;-0,13;ee;Y;;;;;;;;;;
F-9-2 X01;2,02;0,57;-0,17;f;;;;;;;;;;;
F-9-2 X02;2,02;0,72;-0,17;f;;;;;;;;;;;
F-9-2 X10;2,3;0,65;-0,16;f ;Y;;;;;;;;;;
F-9-2 X11;2,27;0,8;-0,16;l;;;;;;;;;;;
F-9-2 X12;2,37;0,88;-0,15;Prismatic Core;;;;;;;;;;;
F-9-2 X13;2,4;0,85;-0,15;e;;;;;;;;;;;
F-9-2 X14;2,47;0,85;-0,15;e;;;;;;;;;;;
F-9-2 X15;2,38;0,53;-0,17;f ;;;;;;;;;;;
F-9-2 X16;2,42;0,57;-0,17;f ;;;;;;;;;;;
F-9-2 X17;2,5;0,38;-0,16;f ;;;;;;;;;;;
F-9-2 X18;2,58;0,55;-0,16;f ll prox;;;;;;;;;;;
F-9-2 X19;2,5;0,66;-0,16;f;Y;;;;;;;;;;
F-9-2 X20;2,55;0,71;-0,15;f ll dist;;;;;;;;;;;
F-9-2 X21;2,59;0,68;-0,16;f Pebble Chunk;;;;;;;;;;;
F-9-2 X22;2,63;0,66;-0,16;Chunk;;;;;;;;;;;
F-9-2 X23;2,58;0,84;-0,15;Chunk;Y;;;;;;;;;;
F-9-2 X24;2,61;0,88;-0,15;Chunk;;;;;;;;;;;
F-9-2 X25;2,73;0,91;-0,15;Chunk;;;;;;;;;;;
F-9-2 X26;2,77;0,79;-0,15;ee;Y;;;;;;;;;;
F-9-2 X27;2,93;0,87;-0,15;Prismatic Core;;;;;;;;;;;
F-9-2 X28;2,87;0,98;-0,15;f ll dist;;;;;;;;;;;
F-9-2 X29;2,93;0,87;-0,15;f;Y;;;;;;;;;;
F-9-2 X3;2,02;0,75;-0,16;f ll dist;Y;;;;;;;;;;
F-9-2 X30;2,93;0,8;-0,15;f;;;;;;;;;;;
F-9-2 X31;2,95;0,16;-0,11;ee;;;;;;;;;;;
F-9-2 X32;2,04;0,29;-0,17;f ll dist;;;;;;;;;;;
F-9-2 X33;2,05;0,2;-0,17;Tablette 2° ordine;;;;;;;;;;;
F-9-2 X34;2,11;0,27;-0,17;ee;;;;;;;;;;;
F-9-2 X35;2,24;0,19;-0,17;Chunk;;;;;;;;;;;
F-9-2 X36;2,34;0,36;-0,16;e;;;;;;;;;;;
F-9-2 X37;2,41;0,35;-0,15;f ll mes;Y;;;;;;;;;;
F-9-2 X38;2,46;0,33;-0,15;f;;;;;;;;;;;
F-9-2 X39;2,47;0,44;-0,15;f;;;;;;;;;;;
F-9-2 X4;2,03;0,78;-0,16;f ;Y;;;;;;;;;;
F-9-2 X40;2,55;0,46;-0,15;Prismatic Core;;;;;;;;;;;
F-9-2 X41;2,48;0,1;-0,16;Crested bladelet sen;;;;;;;;;;;
F-9-2 X42;2,58;0,21;-0,15;ee;;;;;;;;;;;
F-9-2 X43;2,82;0,35;-0,14;f;Y;;;;;;;;;;
F-9-2 X44;2,88;0,35;-0,14;f ll dist;;;;;;;;;;;
F-9-2 X45;2,79;0,53;-0,14;Core;Y;;;;;;;;;;
F-9-2 X46;2,99;0,37;-0,11;PD?;Y;;;;;;;;;;
F-9-2 X47;2,73;0,66;-0,14;Crested bladelet dext;;;;;;;;;;;
F-9-2 X49;2,98;0,7;-0,12;e;;;;;;;;;;;
F-9-2 X5;2,08;0,62;-0,17;f ;Y;;;;;;;;;;
F-9-2 X50;2,89;0,95;-0,12;Polyhedric Core;Y;;;;;;;;;;
F-9-2 X51;2,97;0,15;-0,12;e;;;;;;;;;;;
F-9-2 X6;2,18;0,4;-0,17;f ll dist;;;;;;;;;;;
F-9-2 X7;2,16;0,66;-0,16;f ;;;;;;;;;;;
F-9-2 X8;2,18;0,8;-0,16;f;Y;;;;;;;;;;
F-9-2 X9;2,26;0,54;-0,16;ee;;;;;;;;;;;
F-9-3 D10.1;2,44;0,79;-0,15;ee;;;;;;;;;;;
F-9-3 D15.1;2,57;0,78;-0,16;Core on Pebble;;;;;;;;;;;
F-9-3 D15.2;2,57;0,78;-0,16;Chunk;;;;;;;;;;;
F-9-3 D15.3;2,57;0,78;-0,16;ee;;;;;;;;;;;
F-9-3 D15.4;2,57;0,78;-0,16;ee;Y;;;;;;;;;;
F-9-3 D30.1;2,83;0,84;-0,15;f;;;;;;;;;;;
F-9-3 D34.1;2,91;0,41;-0,15;e;;;;;;;;;;;
F-9-3 D7.1;2,24;0,8;-0,17;f ll prox;;;;;;;;;;;
F-9-3 X1;2,1;0,5;-0,18;f;;;;;;;;;;;
F-9-3 X10;2,44;0,79;-0,15;Chunk;Y;;;;;;;;;;
F-9-3 X11;2,5;0,7;-0,15;f dist Crested blade sen;;;;;;;;;;;
F-9-3 X12;2,5;0,6;-0,17;Chunk;;;;;;;;;;;
F-9-3 X13;2,57;0,6;-0,16;Chunk;;;;;;;;;;;
F-9-3 X14;2,55;0,9;-0,15;Chunk;;;;;;;;;;;
F-9-3 X15;2,57;0,78;-0,16;f;Y;;;;;;;;;;
F-9-3 X16;2,67;0,91;-0,15;ee;;;;;;;;;;;
F-9-3 X17;2,74;0,83;-0,16;ee ;Y;;;;;;;;;;
F-9-3 X18;2,64;0,77;-0,16;f ;;;;;;;;;;;
F-9-3 X19;2,7;0,74;-0,16;3 f;Y;;;;;;;;;;
F-9-3 X2;2,2;0,57;-0,18;f;;;;;;;;;;;
F-9-3 X20;2,68;0,76;-0,16;Chunk;;;;;;;;;;;
F-9-3 X21;2,62;0,71;-0,16;ll ;;;;;;;;;;;
F-9-3 X22;2,62;0,3;-0,17;Crested blade dext;;;;;;;;;;;
F-9-3 X23;2,65;0,35;-0,17;Prismatic Core;;;;;;;;;;;
F-9-3 X24;2,68;0,54;-0,16;ee;;;;;;;;;;;
F-9-3 X25;2,8;0,5;-0,16;f Stone ;Y;;;;;;;;;;
F-9-3 X26;2,86;0,54;-0,16;f;Y;;;;;;;;;;
F-9-3 X27;2,92;0,76;-0,14;Plunging blade;;;;;;;;;;;
F-9-3 X28;2,95;0,12;-0,12;Crested blade sen;;;;;;;;;;;
F-9-3 X29;2,88;0,14;-0,13;f mes Crested blade dext;;;;;;;;;;;
F-9-3 X3;2,16;0,36;-0,19;ll;;;;;;;;;;;
F-9-3 X30;2,83;0,84;-0,15;e;Y;;;;;;;;;;
F-9-3 X31;2,96;0,56;-0,14;Core;Y;;;;;;;;;;
F-9-3 X32;2,67;0,46;-0,15;Chunk;Y;;;;;;;;;;
F-9-3 X33;2,66;0,4;-0,16;f;Y;;;;;;;;;;
F-9-3 X34;2,91;0,41;-0,15;f;;;;;;;;;;;
F-9-3 X35;2,89;0,37;-0,14;f;Y;;;;;;;;;;
F-9-3 X36;2,76;0,32;-0,15;ee;Y;;;;;;;;;;
F-9-3 X37;2,9;0,16;-0,14;f;Y;;;;;;;;;;
F-9-3 X38;2,96;0,11;-0,14;f prox Crested blade;Y;;;;;;;;;;
F-9-3 X39;2,93;0,06;-0,14;ee;;;;;;;;;;;
F-9-3 X4;2,26;0,4;-0,19;f;Y;;;;;;;;;;
F-9-3 X5;2,14;0,7;-0,18;ee;;;;;;;;;;;
F-9-3 X6;2,41;0,42;-0,18;ee;Y;;;;;;;;;;
F-9-3 X7;2,24;0,8;-0,17;f;Y;;;;;;;;;;
F-9-3 X8;2,21;0,88;-0,17;Core ;;;;;;;;;;;
F-9-3 X9;2,34;0,9;-0,17;Polyhedric Core;;;;;;;;;;;
F-9-4  X1;2,08;0,62;-0,18;f ll mes;;;;;;;;;;;
F-9-4 X10;2,46;0,75;-0,17;Quartz Pebble;;;;;;;;;;;
F-9-4 X11;2,57;0,93;-0,18;f Decortication flake;;;;;;;;;;;
F-9-4 X12;2,6;0,73;-0,17;f;;;;;;;;;;;
F-9-4 X13;2,66;0,94;-0,18;Prismatic Core;;;;;;;;;;;
F-9-4 X14;2,67;0,88;-0,18;f;;;;;;;;;;;
F-9-4 X15;2,71;0,93;-0,18;e;Y;;;;;;;;;;
F-9-4 X16;2,72;0,9;-0,18;l Bipolar flaked;;;;;;;;;;;
F-9-4 X17;2,84;0,88;-0,18;Gm Lunate;Y;;;;;;;;;;
F-9-4 X18;2,67;0,88;-0,18;ee;;;;;;;;;;;
F-9-4 X19;2,67;0,88;-0,18;3 f ;Y;;;;;;;;;;
F-9-4 X2;2,13;0,64;-0,18;f ;Y;;;;;;;;;;
F-9-4 X3;2,09;0,8;-0,19;Pebble Decortication flake;;;;;;;;;;;
F-9-4 X4;2,11;0,81;-0,19;Core on Pebble;;;;;;;;;;;
F-9-4 X5;2,12;0,99;-0,19;f ll prox;;;;;;;;;;;
F-9-4 X6;2,28;0,99;-0,18;ee;;;;;;;;;;;
F-9-4 X7;2,32;0,81;-0,18;2 f;Y;;;;;;;;;;
F-9-4 X8;2,42;0,99;-0,18;2 Chunk;;;;;;;;;;;
F-9-4 X9;2,38;0,78;-0,18;Crested blade sen;;;;;;;;;;;
Å-10-3 X1;1,96;-0,68;-0,14;f ll prox;;;;;;;;;;;
Å-10-3 X10;1,95;-0,47;-0,15;ee;;;;;;;;;;;
Å-10-3 X100;1,24;-0,74;-0,12;Core on thick flake;;;;;;;;;;;
Å-10-3 X101;1,22;-0,96;-0,12;Prismatic core;;;;;;;;;;;
Å-10-3 X102;1,22;-0,93;-0,12;Chunk;;;;;;;;;;;
Å-10-3 X103;1,22;-0,81;-0,12;Exhausted prismatic core;Y;;;;;;;;;;
Å-10-3 X104;1,19;-0,8;-0,12;f ll dist;;;;;;;;;;;
Å-10-3 X105;1,17;-0,7;-0,11;Chunk;;;;;;;;;;;
Å-10-3 X106;1,15;-0,8;-0,12;e;Y;;;;;;;;;;
Å-10-3 X107;1,15;-0,85;-0,12;Prismatic bladelet core;;;;;;;;;;;
Å-10-3 X108;1,13;-0,97;-0,12;f;;;;;;;;;;;
Å-10-3 X109;1,18;-0,88;-0,11;Shatter;;;;;;;;;;;
Å-10-3 X11;1,92;-0,3;-0,14;f ;;;;;;;;;;;
Å-10-3 X110;1,66;-0,27;-0,12;f;;;;;;;;;;;
Å-10-3 X111;1,66;-0,27;-0,12;Shatter;;;;;;;;;;;
Å-10-3 X112;1,58;-0,48;-0,12;ee;;;;;;;;;;;
Å-10-3 X113;1,04;-0,88;-0,1;Shatter;;;;;;;;;;;
Å-10-3 X114;1,05;-0,71;-0,1;Crested flake sen;;;;;;;;;;;
Å-10-3 X115;1,04;-0,64;-0,1;ee;;;;;;;;;;;
Å-10-3 X116;1,04;-0,56;-0,1;f;;;;;;;;;;;
Å-10-3 X117;1,02;-0,53;-0,11;f;;;;;;;;;;;
Å-10-3 X118;1,13;-0,26;-0,11;f;;;;;;;;;;;
Å-10-3 X119;1,29;-0,37;-0,11;f;;;;;;;;;;;
Å-10-3 X12;1,89;-0,09;-0,14;f;;;;;;;;;;;
Å-10-3 X120;1,27;-0,33;-0,11;f;Y;;;;;;;;;;
Å-10-3 X121;1,21;-0,33;-0,11;ee;Y;;;;;;;;;;
Å-10-3 X122;1,32;-0,4;-0,11;Shatter;;;;;;;;;;;
Å-10-3 X123;1,16;-0,33;-0,11;ee from pebble;;;;;;;;;;;
Å-10-3 X124;1,15;-0,43;-0,11;f;;;;;;;;;;;
Å-10-3 X125;1,19;-0,43;-0,11;f;;;;;;;;;;;
Å-10-3 X126;1,28;-0,44;-0,11;Exhausted prismatic core;;;;;;;;;;;
Å-10-3 X127;1,11;-0,47;-0,11;Shatter;;;;;;;;;;;
Å-10-3 X128;1,13;-0,49;-0,1;f;;;;;;;;;;;
Å-10-3 X129;1,36;-0,48;-0,11;Chunk;;;;;;;;;;;
Å-10-3 X13;1,89;-0,19;-0,14;ee;;;;;;;;;;;
Å-10-3 X130;1,41;-0,55;-0,11;eee;;;;;;;;;;;
Å-10-3 X131;1,11;-0,68;-0,1;Shatter;;;;;;;;;;;
Å-10-3 X132;1,15;-0,62;-0,1;ll;;;;;;;;;;;
Å-10-3 X133;1,14;-0,54;-0,1;Crested laminar flake dext;;;;;;;;;;;
Å-10-3 X134;1,15;-0,55;-0,1;Shatter;;;;;;;;;;;
Å-10-3 X135;1,16;-0,53;-0,1;f prox Crested laminar flake;;;;;;;;;;;
Å-10-3 X136;1,16;-0,53;-0,1;Chunk;;;;;;;;;;;
Å-10-3 X14;1,89;-0,36;-0,15;f ll prox;;;;;;;;;;;
Å-10-3 X15;1,89;-0,47;-0,15;Core on pebble;;;;;;;;;;;
Å-10-3 X16;1,83;-0,38;-0,14;Chunk;;;;;;;;;;;
Å-10-3 X17;1,81;-0,17;-0,14;ee;;;;;;;;;;;
Å-10-3 X18;1,87;-0,56;-0,15;f;Y;;;;;;;;;;
Å-10-3 X19;1,84;-0,58;-0,15;f dist Crested blade dext;;;;;;;;;;;
Å-10-3 X2;1,97;-0,75;-0,14;Shatter;;;;;;;;;;;
Å-10-3 X20;1,77;-0,2;-0,13;Shatter;Y;;;;;;;;;;
Å-10-3 X21;1,75;-0,06;-0,13;Chunk;Y;;;;;;;;;;
Å-10-3 X22;1,89;-0,32;-0,14;ee;;;;;;;;;;;
Å-10-3 X23;1,87;-0,37;-0,16;f dist Crested blade sen;Y;;;;;;;;;;
Å-10-3 X24;1,74;-0,18;-0,13;e;;;;;;;;;;;
Å-10-3 X25;1,69;-0,3;-0,12;eee;;;;;;;;;;;
Å-10-3 X26;1,7;-0,37;-0,12;ll;;;;;;;;;;;
Å-10-3 X27;1,74;-0,51;-0,14;e;;;;;;;;;;;
Å-10-3 X28;1,72;-0,48;-0,14;f ll prox;;;;;;;;;;;
Å-10-3 X29;1,67;-0,24;-0,13;e;;;;;;;;;;;
Å-10-3 X3;1,97;-0,79;-0,14;ee;Y;;;;;;;;;;
Å-10-3 X30;1,57;-0,03;-0,12;f Chunk rounded ;;;;;;;;;;;
Å-10-3 X31;1,6;-0,16;-0,12;ll;;;;;;;;;;;
Å-10-3 X32;1,55;-0,2;-0,13;f ll prox;;;;;;;;;;;
Å-10-3 X33;1,55;-0,47;-0,13;f dist LD2;;;;;;;;;;;
Å-10-3 X34;1,53;-0,4;-0,13;f prox Crested blade sen;;;;;;;;;;;
Å-10-3 X35;1,52;-0,25;-0,12;Shatter;;;;;;;;;;;
Å-10-3 X36;1,5;-0,15;-0,13;f ;;;;;;;;;;;
Å-10-3 X37;1,5;-0,31;-0,13;Crested blade sen;;;;;;;;;;;
Å-10-3 X38;1,5;-0,52;-0,12;f ll prox ;;;;;;;;;;;
Å-10-3 X39;1,49;-0,58;-0,12;Crested blade sen;;;;;;;;;;;
Å-10-3 X4;1,96;-0,49;-0,15;Crested blade dext;;;;;;;;;;;
Å-10-3 X40;1,48;-0,11;-0,13;f prox Crested blade dext;;;;;;;;;;;
Å-10-3 X41;1,45;-0,15;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X42;1,42;-0,08;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X43;1,42;-0,27;-0,13;f;;;;;;;;;;;
Å-10-3 X44;1,44;-0,31;-0,13;e;;;;;;;;;;;
Å-10-3 X45;1,4;-0,12;-0,13;Subpyramidal core;;;;;;;;;;;
Å-10-3 X46;1,39;-0,16;-0,13;f;Y;;;;;;;;;;
Å-10-3 X47;1,4;-0,32;-0,12;f;;;;;;;;;;;
Å-10-3 X48;1,37;-0,12;-0,13;f;;;;;;;;;;;
Å-10-3 X49;1,32;-0,03;-0,13;f ll prox;;;;;;;;;;;
Å-10-3 X5;1,97;-0,19;-0,14;Shatter;;;;;;;;;;;
Å-10-3 X50;1,33;-0,11;-0,13;f ;;;;;;;;;;;
Å-10-3 X51;1,37;-0,26;-0,12;f;;;;;;;;;;;
Å-10-3 X52;1,36;-0,3;-0,12;f;;;;;;;;;;;
Å-10-3 X53;1,29;-0,04;-0,13;Crested blade sen;;;;;;;;;;;
Å-10-3 X54;1,29;-0,35;-0,12;f;Y;;;;;;;;;;
Å-10-3 X55;1,28;-0,19;-0,13;ee;;;;;;;;;;;
Å-10-3 X56;1,28;-0,22;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X57;1,28;-0,32;-0,12;ee;;;;;;;;;;;
Å-10-3 X58;1,22;-0,06;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X59;1,22;-0,11;-0,13;Chunk;;;;;;;;;;;
Å-10-3 X6;1,67;-0,19;-0,14;Crested blade dext;;;;;;;;;;;
Å-10-3 X60;1,14;-0,31;-0,12;Shatter;;;;;;;;;;;
Å-10-3 X61;1,21;-0,3;-0,12;f;Y;;;;;;;;;;
Å-10-3 X62;1,17;-0,03;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X63;1,13;-0,04;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X64;1,12;-0,34;-0,12;Shatter;;;;;;;;;;;
Å-10-3 X65;1,05;-0,31;-0,12;Shatter ;;;;;;;;;;;
Å-10-3 X66;1,1;-0,3;-0,12;f;;;;;;;;;;;
Å-10-3 X67;1,03;-0,29;-0,12;Crested blade sen;;;;;;;;;;;
Å-10-3 X68;1,08;-0,26;-0,12;Shatter;;;;;;;;;;;
Å-10-3 X69;1,11;-0,09;-0,13;ee;;;;;;;;;;;
Å-10-3 X7;1,95;-0,05;-0,14;Crested blade sen;;;;;;;;;;;
Å-10-3 X70;1,92;-0,82;-0,13;f;;;;;;;;;;;
Å-10-3 X72;1,87;-0,67;-0,14;f;;;;;;;;;;;
Å-10-3 X73;1,81;-0,76;-0,14;f;;;;;;;;;;;
Å-10-3 X74;1,73;-0,97;-0,13;f;Y;;;;;;;;;;
Å-10-3 X75;1,76;-0,22;-0,13;f;Y;;;;;;;;;;
Å-10-3 X76;1,74;-0,2;-0,13;f;;;;;;;;;;;
Å-10-3 X77;1,75;-0,26;-0,13;ee;;;;;;;;;;;
Å-10-3 X78;1,65;-0,38;-0,12;el;;;;;;;;;;;
Å-10-3 X79;1,64;-0,19;-0,13;Shatter;;;;;;;;;;;
Å-10-3 X8;1,95;-0,28;-0,14;f ;;;;;;;;;;;
Å-10-3 X80;1,63;-0,15;-0,13;f;;;;;;;;;;;
Å-10-3 X81;1,6;-0,97;-0,13;f;;;;;;;;;;;
Å-10-3 X82;1,3;-0,21;-0,13;Prismatic blade/flake core;;;;;;;;;;;
Å-10-3 X83;1,82;-0,88;-0,13;Prismatic core;;;;;;;;;;;
Å-10-3 X84;1,75;-0,32;-0,13;Subpyramidal blade/flake core;;;;;;;;;;;
Å-10-3 X85;1,57;-0,93;-0,13;Crested blade dext;;;;;;;;;;;
Å-10-3 X86;1,59;-0,8;-0,13;f dist Gm lunate;;;;;;;;;;;
Å-10-3 X87;1,58;-0,34;-0,13;ee;;;;;;;;;;;
Å-10-3 X88;1,55;-0,18;-0,13;f;;;;;;;;;;;
Å-10-3 X89;1,55;-0,28;-0,12;f;;;;;;;;;;;
Å-10-3 X9;1,95;-0,28;-0,14;Crested blade dext;;;;;;;;;;;
Å-10-3 X90;1,47;-0,65;-0,12;Thick e distal Burin on retouch ;;;;;;;;;;;
Å-10-3 X91;1,46;-0,22;-0,13;f ;;;;;;;;;;;
Å-10-3 X92;1,43;-0,66;-0,12;f ll prox;Y;;;;;;;;;;
Å-10-3 X93;1,42;-0,94;-0,13;Prismatic core;;;;;;;;;;;
Å-10-3 X94;1,42;-0,88;-0,12;Chunk;;;;;;;;;;;
Å-10-3 X95;1,38;-0,92;-0,11;Shatter;;;;;;;;;;;
Å-10-3 X96;1,36;-0,63;-0,12;l;;;;;;;;;;;
